split,evaluation_protocol,eval_kind,seed,rep,level,axis,predictor,line,arm_a,arm_b,n,pehe,ate_true,ate_bias,sign_agree
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,dynasurv,3,ET+ANTI-CDK wo CT,MONOCT std alone,438,0.7168999402949808,0.2780633276348377,0.3194778257961009,0.8127853881278538
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,dynasurv,3,ET+ANTI-CDK wo CT,POLYCT alone,438,1.265641135390995,0.1787929596422902,0.8264169631482371,0.6187214611872146
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,dynasurv,3,MONOCT std alone,POLYCT alone,438,0.92654567969487,-0.0992703679925475,0.506939047945169,0.6735159817351598
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,dynasurv,4,MONOCT std alone,POLYCT alone,198,1.0221405432533663,-0.2017186626821899,0.6601722881227875,0.5959595959595959
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,dynasurv,all,ET alone,ET+ANTI-CDK wo CT,3255,0.7443246809883567,-0.4268759999647246,-0.1312792982683076,0.7929339477726575
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,dynasurv,all,ET alone,MONOCT std alone,3255,0.9792145637290348,-0.0235176620872194,0.3414228794963533,0.7416282642089094
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,dynasurv,all,ET alone,POLYCT alone,3255,2.4032708203220863,-0.0953644281257211,1.6904307371009408,0.6325652841781874
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,dynasurv,all,ET+ANTI-CDK wo CT,MONOCT std alone,3255,1.0176724678516902,0.4033583378775052,0.4727022075669833,0.8224270353302612
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,dynasurv,all,ET+ANTI-CDK wo CT,POLYCT alone,3255,2.430775855744748,0.3315115718390036,1.8217100353692484,0.6786482334869431
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,dynasurv,all,MONOCT std alone,POLYCT alone,3453,1.851181459084611,-0.0792938078964368,1.3095089997375624,0.598030697943817
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,1,ET alone,ET+ANTI-CDK wo CT,1977,1.12516254550645e-06,-0.5066707314001384,-5.573192065622123e-07,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,1,ET alone,MONOCT std alone,1977,2.0165963991582737e-06,-0.0582228104049258,1.014381830262423e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,1,ET alone,POLYCT alone,1977,2.499541296106892e-06,-0.06436492240054,2.0166529801635138e-07,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,1,ET+ANTI-CDK wo CT,MONOCT std alone,1977,2.118576702643625e-06,0.4484479209952126,1.5717010368176965e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,1,ET+ANTI-CDK wo CT,POLYCT alone,1977,2.6141786293319816e-06,0.4423058089995983,7.589845046340749e-07,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,1,MONOCT std alone,POLYCT alone,1977,2.4991949351206824e-06,-0.0061421119956142,-8.127165322321939e-07,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,2,ET alone,ET+ANTI-CDK wo CT,840,3.2956100854742494e-06,-0.3232985695794358,-4.018049508114352e-07,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,2,ET alone,MONOCT std alone,840,4.079292952791955e-06,0.0392706119439989,2.180554145664315e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,2,ET alone,POLYCT alone,840,4.422560553761558e-06,-0.1729173009836888,8.023263973755412e-07,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,2,ET+ANTI-CDK wo CT,MONOCT std alone,840,4.536006721111443e-06,0.3625691815234348,2.5823590964479948e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,2,ET+ANTI-CDK wo CT,POLYCT alone,840,5.204253193068338e-06,0.150381268595747,1.204131348214732e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,2,MONOCT std alone,POLYCT alone,840,5.0498806918891365e-06,-0.2121879129276878,-1.3782277482610183e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,3,ET alone,ET+ANTI-CDK wo CT,438,4.554067701591727e-06,-0.2653482773068014,-5.744247755790077e-07,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,3,ET alone,MONOCT std alone,438,5.332740208838092e-06,0.0127150503280363,2.416657092102828e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,3,ET alone,POLYCT alone,438,7.101869819058812e-06,-0.0865553176645111,4.359002984954952e-07,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,3,ET+ANTI-CDK wo CT,MONOCT std alone,438,6.20455297257862e-06,0.2780633276348377,2.9910818675760176e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,3,ET+ANTI-CDK wo CT,POLYCT alone,438,7.37840492957492e-06,0.1787929596422902,1.0103250740467471e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,3,MONOCT std alone,POLYCT alone,438,8.362521965110168e-06,-0.0992703679925475,-1.980756793598659e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,4,MONOCT std alone,POLYCT alone,198,8.169033756608915e-06,-0.2017186626821899,-1.7388409064289512e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,all,ET alone,ET+ANTI-CDK wo CT,3255,2.5224069597827073e-06,-0.4268759999647246,-5.19488258576839e-07,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,all,ET alone,MONOCT std alone,3255,3.2543868372289582e-06,-0.0235176620872194,1.5040227855957211e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,all,ET alone,POLYCT alone,3255,3.953357955178729e-06,-0.0953644281257211,3.8819379377663665e-07,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,all,ET+ANTI-CDK wo CT,MONOCT std alone,3255,3.63538925269951e-06,0.4033583378775052,2.0235110441690907e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,all,ET+ANTI-CDK wo CT,POLYCT alone,3255,4.297198275964746e-06,0.3315115718390036,9.076820523534755e-07,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,oracle,all,MONOCT std alone,POLYCT alone,3453,4.740978420095199e-06,-0.0792938078964368,-1.1515533935302358e-06,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,1,ET alone,ET+ANTI-CDK wo CT,1977,0.4516242560067934,-0.5066707314001384,-0.3578744041994142,1.0
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,1,ET alone,MONOCT std alone,1977,1.185689797696234,-0.0582228104049258,0.5494264745917314,0.6717248356095094
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,1,ET alone,POLYCT alone,1977,1.6733786627518858,-0.06436492240054,-0.2967343446035813,0.4390490642387455
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,1,ET+ANTI-CDK wo CT,MONOCT std alone,1977,1.2563997364658672,0.4484479209952126,0.9073008787911458,0.7971674253920081
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,1,ET+ANTI-CDK wo CT,POLYCT alone,1977,1.6036904714722828,0.4423058089995983,0.0611400595958329,0.6944865958523014
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,1,MONOCT std alone,POLYCT alone,1977,1.7951408087765397,-0.0061421119956142,-0.8461608191953127,0.6019221041982802
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,2,ET alone,ET+ANTI-CDK wo CT,840,1.1733851665895365,-0.3232985695794358,-0.8232364897444344,0.6154761904761905
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,2,ET alone,MONOCT std alone,840,1.4420634434589836,0.0392706119439989,1.0563264001775363,0.5869047619047619
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,2,ET alone,POLYCT alone,840,1.5902099218439203,-0.1729173009836888,0.3134028601467424,0.5083333333333333
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,2,ET+ANTI-CDK wo CT,MONOCT std alone,840,2.162217983059484,0.3625691815234348,1.8795628899219703,0.7130952380952381
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,2,ET+ANTI-CDK wo CT,POLYCT alone,840,2.019037316842062,0.150381268595747,1.1366393498911769,0.5666666666666667
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,2,MONOCT std alone,POLYCT alone,840,1.6894742564788805,-0.2121879129276878,-0.7429235400307941,0.6214285714285714
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,3,ET alone,ET+ANTI-CDK wo CT,438,0.7030132433736102,-0.2653482773068014,-0.4908910336354722,0.728310502283105
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,3,ET alone,MONOCT std alone,438,0.5777036307032117,0.0127150503280363,-0.0884511533232674,0.4246575342465753
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,3,ET alone,POLYCT alone,438,0.9338885645945888,-0.0865553176645111,-0.0883601505319859,0.5251141552511416
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,3,ET+ANTI-CDK wo CT,MONOCT std alone,438,0.7171661080244065,0.2780633276348377,0.4024398803122048,0.8013698630136986
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,3,ET+ANTI-CDK wo CT,POLYCT alone,438,1.0487159685194638,0.1787929596422902,0.4025308831034863,0.589041095890411
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,3,MONOCT std alone,POLYCT alone,438,0.93182823070887,-0.0992703679925475,9.100279128149148e-05,0.6095890410958904
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,4,MONOCT std alone,POLYCT alone,198,0.965305765222258,-0.2017186626821899,0.3323595784125949,0.3939393939393939
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,all,ET alone,ET+ANTI-CDK wo CT,3255,0.7387141569475295,-0.4268759999647246,-0.4958668575176356,0.8642089093701997
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,all,ET alone,MONOCT std alone,3255,1.1981019340285164,-0.0235176620872194,0.5944051340280776,0.616589861751152
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,all,ET alone,POLYCT alone,3255,1.571848474529804,-0.0953644281257211,-0.1112402896132185,0.4685099846390169
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,all,ET+ANTI-CDK wo CT,MONOCT std alone,3255,1.494815026723323,0.4033583378775052,1.0902719915457133,0.776036866359447
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,all,ET+ANTI-CDK wo CT,POLYCT alone,3255,1.6619421958126894,0.3315115718390036,0.3846265679044168,0.6473118279569893
legacy_reused_holdout,1,bestCI,0,0,0.5,gamma,naive_km,all,MONOCT std alone,POLYCT alone,3453,1.6440742909267383,-0.0792938078964368,-0.6461247197876413,0.5957138719953663
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,1,ET alone,ET+ANTI-CDK wo CT,1977,0.780784509352227,-0.503109899481753,-0.3321706977281774,0.9752149721800708
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,1,ET alone,MONOCT std alone,1977,1.4481990026842728,-0.053659128116352,-0.0789148191940956,0.7369752149721801
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,1,ET alone,POLYCT alone,1977,1.6298393279429284,-0.0737541590473058,0.9704427991649512,0.7314112291350531
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,1,ET+ANTI-CDK wo CT,MONOCT std alone,1977,1.4376874016145516,0.449450771365401,0.2532559232375653,0.8012139605462822
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,1,ET+ANTI-CDK wo CT,POLYCT alone,1977,1.951661250670519,0.4293557404344472,1.302613377683839,0.7268588770864947
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,1,MONOCT std alone,POLYCT alone,1977,1.8015035651602296,-0.0200950309309538,1.0493575736555631,0.6084977238239757
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,2,ET alone,ET+ANTI-CDK wo CT,840,1.4544658244283557,-0.3105196633503166,-0.943552525980738,0.594047619047619
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,2,ET alone,MONOCT std alone,840,1.0989498203355827,0.0271918947445559,-0.164597483967464,0.6892857142857143
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,2,ET alone,POLYCT alone,840,1.4895220933721427,-0.1817042438779543,0.2863186954055499,0.6130952380952381
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,2,ET+ANTI-CDK wo CT,MONOCT std alone,840,1.3719208040849027,0.3377115580948727,0.77895511651908,0.7392857142857143
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,2,ET+ANTI-CDK wo CT,POLYCT alone,840,2.0256978359795332,0.1288154194723623,1.229871385299061,0.6214285714285714
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,2,MONOCT std alone,POLYCT alone,840,1.442732212173415,-0.2088961386225103,0.4509161942741751,0.6369047619047619
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,3,ET alone,ET+ANTI-CDK wo CT,438,0.8399111209058757,-0.2663844895868641,-0.403841726729359,0.639269406392694
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,3,ET alone,MONOCT std alone,438,0.6706483723345831,0.004362671008437,-0.0116427222509972,0.682648401826484
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,3,ET alone,POLYCT alone,438,0.9578843714337604,-0.0786158904867956,0.0695710560741613,0.6073059360730594
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,3,ET+ANTI-CDK wo CT,MONOCT std alone,438,0.7754069844474595,0.2707471605953012,0.3921990040127005,0.821917808219178
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,3,ET+ANTI-CDK wo CT,POLYCT alone,438,1.0299141259190254,0.1877685991000684,0.4734127911854234,0.6735159817351598
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,3,MONOCT std alone,POLYCT alone,438,0.9187137239798228,-0.0829785614952327,0.081213782865356,0.6689497716894978
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,4,ET alone,MONOCT std alone,198,0.8975147751633571,0.0837974392361355,0.127831400137453,0.6767676767676768
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,4,ET alone,POLYCT alone,198,1.0661551438076893,-0.1098159488926628,0.0879930828402737,0.6363636363636364
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,4,MONOCT std alone,POLYCT alone,198,1.0885785694494754,-0.1936133881287984,-0.0398383210224695,0.6919191919191919
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,all,ET alone,ET+ANTI-CDK wo CT,3255,1.005546895747421,-0.4215548985956185,-0.4995908981801993,0.8316436251920123
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,all,ET alone,MONOCT std alone,3453,1.2640496688066618,-0.0187489608543732,-0.079370223520436,0.7150304083405734
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,all,ET alone,POLYCT alone,3453,1.497395296029358,-0.1026993499009467,0.6391450271813728,0.6814364320880394
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,all,ET+ANTI-CDK wo CT,MONOCT std alone,3255,1.3498273814854953,0.3965680922057857,0.4076166426155338,0.7880184331797235
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,all,ET+ANTI-CDK wo CT,POLYCT alone,3255,1.8748765747316125,0.3192884478038453,1.1722622361713744,0.6924731182795699
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,dynasurv,all,MONOCT std alone,POLYCT alone,3453,1.5935854279660142,-0.0839503890465735,0.7185152059983253,0.6278598320301187
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,1,ET alone,ET+ANTI-CDK wo CT,1977,1.1083228519038176e-06,-0.503109899481753,-5.513973375670389e-07,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,1,ET alone,MONOCT std alone,1977,2.012171966098374e-06,-0.053659128116352,1.0012357000294123e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,1,ET alone,POLYCT alone,1977,2.444890754099087e-06,-0.0737541590473058,1.8161227051394224e-07,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,1,ET+ANTI-CDK wo CT,MONOCT std alone,1977,2.1019899599173588e-06,0.449450771365401,1.5526330374715511e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,1,ET+ANTI-CDK wo CT,POLYCT alone,1977,2.622245927566906e-06,0.4293557404344472,7.330096079560811e-07,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,1,MONOCT std alone,POLYCT alone,1977,2.552679496109515e-06,-0.0200950309309538,-8.196234295328175e-07,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,2,ET alone,ET+ANTI-CDK wo CT,840,2.9856275388640524e-06,-0.3105196633503166,-5.859868256186118e-07,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,2,ET alone,MONOCT std alone,840,3.9121327110567605e-06,0.0271918947445559,2.158843972522445e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,2,ET alone,POLYCT alone,840,4.566574181319479e-06,-0.1817042438779543,7.753111143649072e-07,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,2,ET+ANTI-CDK wo CT,MONOCT std alone,840,4.46545032448541e-06,0.3377115580948727,2.7448307981514652e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,2,ET+ANTI-CDK wo CT,POLYCT alone,840,5.224954618105452e-06,0.1288154194723623,1.361297939983519e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,2,MONOCT std alone,POLYCT alone,840,5.084391010856461e-06,-0.2088961386225103,-1.383532858112435e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,3,ET alone,ET+ANTI-CDK wo CT,438,4.556009661375002e-06,-0.2663844895868641,-4.3813331168651715e-07,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,3,ET alone,MONOCT std alone,438,4.927673818637499e-06,0.004362671008437,2.5840969808963235e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,3,ET alone,POLYCT alone,438,6.627203796261276e-06,-0.0786158904867956,8.235615658880313e-07,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,3,ET+ANTI-CDK wo CT,MONOCT std alone,438,5.643913894092408e-06,0.2707471605953012,3.0222302926374844e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,3,ET+ANTI-CDK wo CT,POLYCT alone,438,6.606543213450152e-06,0.1877685991000684,1.2616948775745485e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,3,MONOCT std alone,POLYCT alone,438,6.643935947664017e-06,-0.0829785614952327,-1.7605354149796693e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,4,ET alone,MONOCT std alone,198,6.262988932778389e-06,0.0837974392361355,3.0300100869185e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,4,ET alone,POLYCT alone,198,6.783035806928395e-06,-0.1098159488926628,1.4679122018607105e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,4,MONOCT std alone,POLYCT alone,198,8.34708206394427e-06,-0.1936133881287984,-1.5620978850439116e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,all,ET alone,ET+ANTI-CDK wo CT,3255,2.416526991996013e-06,-0.4215548985956185,-5.450825991126784e-07,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,all,ET alone,MONOCT std alone,3453,3.372029569363429e-06,-0.0187489608543732,1.5999560934627788e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,all,ET alone,POLYCT alone,3453,4.087137492175235e-06,-0.1026993499009467,4.812265788356473e-07,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,all,ET+ANTI-CDK wo CT,MONOCT std alone,3255,3.480772600713685e-06,0.3965680922057857,2.0580492330890543e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,all,ET+ANTI-CDK wo CT,POLYCT alone,3255,4.134581263800732e-06,0.3192884478038453,9.662895916195955e-07,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,oracle,all,MONOCT std alone,POLYCT alone,3453,4.428761469120669e-06,-0.0839503890465735,-1.1187295146375398e-06,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,1,ET alone,ET+ANTI-CDK wo CT,1977,0.4805159483293161,-0.503109899481753,-0.3980531438843189,1.0
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,1,ET alone,MONOCT std alone,1977,1.2382554620964372,-0.053659128116352,0.6615335140298174,0.6717248356095094
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,1,ET alone,POLYCT alone,1977,1.6392335082428435,-0.0737541590473058,0.2333799372464235,0.5609509357612544
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,1,ET+ANTI-CDK wo CT,MONOCT std alone,1977,1.3665428096488326,0.449450771365401,1.0595866579141366,0.7971674253920081
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,1,ET+ANTI-CDK wo CT,POLYCT alone,1977,1.691387530825999,0.4293557404344472,0.6314330811307425,0.6944865958523014
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,1,MONOCT std alone,POLYCT alone,1977,1.6198107921625828,-0.0200950309309538,-0.4281535767833939,0.6019221041982802
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,2,ET alone,ET+ANTI-CDK wo CT,840,1.273146099583791,-0.3105196633503166,-0.9671543743398888,0.6154761904761905
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,2,ET alone,MONOCT std alone,840,1.0619063792848582,0.0271918947445559,0.4230790355238109,0.5869047619047619
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,2,ET alone,POLYCT alone,840,1.5220927111207023,-0.1817042438779543,-0.0090092781845283,0.4916666666666666
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,2,ET+ANTI-CDK wo CT,MONOCT std alone,840,1.7466574621406736,0.3377115580948727,1.3902334098637,0.7130952380952381
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,2,ET+ANTI-CDK wo CT,POLYCT alone,840,1.9306781176219063,0.1288154194723623,0.9581450961553608,0.5666666666666667
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,2,MONOCT std alone,POLYCT alone,840,1.5633625511240536,-0.2088961386225103,-0.4320883137083391,0.6214285714285714
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,3,ET alone,ET+ANTI-CDK wo CT,438,0.7640694192444951,-0.2663844895868641,-0.5747542030226618,0.728310502283105
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,3,ET alone,MONOCT std alone,438,0.7930688117045122,0.004362671008437,-0.5429037871156306,0.4246575342465753
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,3,ET alone,POLYCT alone,438,1.0562291634350125,-0.0786158904867956,-0.5239098224196066,0.5251141552511416
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,3,ET+ANTI-CDK wo CT,MONOCT std alone,438,0.5940669185425083,0.2707471605953012,0.0318504159070314,0.8013698630136986
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,3,ET+ANTI-CDK wo CT,POLYCT alone,438,0.9573381518146789,0.1877685991000684,0.0508443806030553,0.589041095890411
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,3,MONOCT std alone,POLYCT alone,438,0.9258509074194414,-0.0829785614952327,0.0189939646960239,0.6095890410958904
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,4,ET alone,MONOCT std alone,198,0.6511894097468207,0.0837974392361355,0.3073083882834191,0.5808080808080808
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,4,ET alone,POLYCT alone,198,0.9204969396030984,-0.1098159488926628,-0.0641176138073161,0.5303030303030303
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,4,MONOCT std alone,POLYCT alone,198,0.9516882483607676,-0.1936133881287984,-0.3714260020907352,0.6060606060606061
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,all,ET alone,ET+ANTI-CDK wo CT,3255,0.7981820159758187,-0.4215548985956185,-0.5686952629274136,0.8642089093701997
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,all,ET alone,MONOCT std alone,3453,1.120841556560678,-0.0187489608543732,0.4304353748046397,0.6145380828265277
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,all,ET alone,POLYCT alone,3453,1.5139914602677147,-0.1026993499009467,0.0612964241261336,0.5377932232841007
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,all,ET+ANTI-CDK wo CT,MONOCT std alone,3255,1.4032206440711432,0.3965680922057857,1.006620389907538,0.776036866359447
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,all,ET+ANTI-CDK wo CT,POLYCT alone,3255,1.6801292703499549,0.3192884478038453,0.6376205594071027,0.6473118279569893
legacy_reused_holdout,1,bestCI,1,1,0.5,gamma,naive_km,all,MONOCT std alone,POLYCT alone,3453,1.502489219101912,-0.0839503890465735,-0.3691389506785061,0.6078772082247321
legacy_reused_holdout,1,bestCI,2,2,0.5,gamma,dynasurv,1,ET alone,ET+ANTI-CDK wo CT,1977,0.862169980614348,-0.5140993524740184,-0.2149640988161122,0.970156803237228
legacy_reused_holdout,1,bestCI,2,2,0.5,gamma,dynasurv,1,ET alone,MONOCT std alone,1977,2.097323497168037,-0.0463163838495002,1.3349152789224372,0.7617602427921093
legacy_reused_holdout,1,bestCI,2,2,0.5,gamma,dynasurv,1,ET alone,POLYCT alone,1977,3.3122321114485707,-0.067529427829402,2.4392058728367263,0.7035912999494183
legacy_reused_holdout,1,bestCI,2,2,0.5,gamma,dynasurv,1,ET+ANTI-CDK wo CT,MONOCT std alone,1977,1.966335037070596,0.4677829686245181,1.5498793181339048,0.821446636317653
legacy_reused_holdout,1,bestCI,2,2,0.5,gamma,dynasurv,1,ET+ANTI-CDK wo CT,POLYCT alone,1977,3.208940466822996,0.4465699246446163,2.654169554420325,0.7430450177035913
legacy_reused_holdout,1,bestCI,2,2,0.5,gamma,dynasurv,1,MONOCT std alone,POLYCT alone,1977,1.700698999074345,-0.0212130439799017,1.1042902362864204,0.6317653009610521
