split,evaluation_protocol,eval_kind,seed,rep,level,axis,predictor,policy,line,n,value,regret,hit_rate,abstain_rate
legacy_reused_holdout,1,bestCI,1,1,0.25,gamma,naive_km,line_only,1,1977,20.83062793661854,0.4537854761967918,0.6575619625695498,0.0
legacy_reused_holdout,1,bestCI,1,1,0.25,gamma,naive_km,line_only,2,840,13.966761438310098,0.7166099895117273,0.3976190476190476,0.0
legacy_reused_holdout,1,bestCI,1,1,0.25,gamma,naive_km,line_only,3,438,9.677404960918985,0.355117083998113,0.4315068493150685,0.0
legacy_reused_holdout,1,bestCI,1,1,0.25,gamma,naive_km,line_only,4,198,8.933144965043134,0.2398608622942359,0.6060606060606061,0.0
legacy_reused_holdout,1,bestCI,1,1,0.25,gamma,naive_km,line_only,all,3453,17.06391460030014,0.4929394761530092,0.562699102229945,0.0
legacy_reused_holdout,1,bestCI,1,1,0.25,gamma,reference,random,1,1977,20.489464630730662,0.7949487820846611,0.25,0.0
legacy_reused_holdout,1,bestCI,1,1,0.25,gamma,reference,random,2,840,13.777358828649342,0.9060125991724832,0.25,0.0
legacy_reused_holdout,1,bestCI,1,1,0.25,gamma,reference,random,3,438,9.499388769512995,0.5331332754041028,0.25,0.0
legacy_reused_holdout,1,bestCI,1,1,0.25,gamma,reference,random,4,198,8.838372844524317,0.3346329828130546,0.5,0.0
legacy_reused_holdout,1,bestCI,1,1,0.25,gamma,reference,random,all,3453,16.794492642711404,0.7623614337417443,0.2643353605560382,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,reference,factual,1,1977,20.633946861980967,0.6103785495789158,0.4769853313100657,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,reference,factual,2,840,13.82236403361722,0.8121519122692792,0.3035714285714285,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,reference,factual,3,438,9.443517417760477,0.5225361864678856,0.2397260273972602,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,reference,factual,4,198,8.940594009696262,0.5124346264811893,0.2878787878787879,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,reference,factual,all,3453,16.886938018324294,0.6427045770460239,0.3938604112366058,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,reference,best_constant,1,1977,20.783900402321645,0.4604250092382369,0.6575619625695498,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,reference,best_constant,2,840,13.912766269197384,0.7217496766891147,0.3976190476190476,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,reference,best_constant,3,438,9.607789961514378,0.3582636427139832,0.4315068493150685,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,reference,best_constant,4,198,9.038077847406516,0.4149507887709356,0.4242424242424242,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,reference,best_constant,all,3453,17.021212330855917,0.5084302645143993,0.5522733854619172,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,dynasurv,line_only,1,1977,20.79260854241384,0.4517168691460409,0.6590794132524026,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,dynasurv,line_only,2,840,14.005290543235269,0.629225402651231,0.4333333333333333,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,dynasurv,line_only,3,438,9.674656256542118,0.2913973476862427,0.45662100456621,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,dynasurv,line_only,4,198,9.010197384257394,0.442831251920058,0.4696969696969697,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,dynasurv,line_only,all,3453,17.055589246196988,0.4740533491733282,0.5676223573704026,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,dynasurv,supported,1,1977,20.79260854241384,0.4517168691460409,0.6590794132524026,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,dynasurv,supported,2,840,14.002003638156822,0.6325123077296805,0.4333333333333333,0.0
legacy_reused_holdout,1,bestCI,2,2,0.25,gamma,dynasurv,supported,3,438,9.659749425386796,0.3063041788415643,0.4429223744292237,0.0
