kind,n_runs,pehe,ate_bias_abs,sign_agree,regret,hit_rate,c_index,brier
bestCI,30,1.9518565993212373,1.1425714214982752,0.7378982105601027,0.3611620851667581,0.6387296071049329,0.675474634150281,0.16076765560752318
